Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-237 L16,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L16 (SW) 400W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721626.26,593716.48
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-237 L9,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L9 (W) 250W (also L16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721630.38,593700.53
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-117 L24,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L24 (SW) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722477.8,594438.35
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-117 L23,NY 085,Blessing Rd,Rte 85 @ BLESSING RDroundabout lighting L23 (S) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722491.17,594451.73
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-101 L8,NY 085,NY 140,Rte 85 @ Rte 140  ROUND ABOUT LIGHTING L8 (NE) 400W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721158.31,593817.33
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-101 L7,NY 085,NY 140,Rte 85 @ Rte 140  ROUND ABOUT LIGHTING L7 (N) 250W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721179.4,593797.52
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-101 L6,NY 085,NY 140,Rte 85 @ Rte 140  ROUND ABOUT LIGHTING L6 (NW) 400W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721174.77,593768.96
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-101 L5,NY 085,NY 140,Rte 85 @ Rte 140  ROUND ABOUT LIGHTING L5 (W) 250W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721163.19,593750.18
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-101 L4,NY 085,NY 140,Rte 85 @ Rte 140 ROUND ABOUT LIGHTING L4 (SW) 400W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721135.67,593767.42
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-101 L1,NY 085,NY 140,Rte 85 @ Rte 140 ROUND ABOUT LIGHTING L1 (E) 250W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721136.11,593814.99
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-101 L2,NY 085,NY 140,Rte 85 @ Rte 140 ROUND ABOUT LIGHTING L2 (SE) 400W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721124.6,593802.92
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-101 L3,NY 085,NY 140,Rte 85 @ Rte 140 ROUND ABOUT LIGHTING L3 (S) 250W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721113.8,593782.34
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-117 L17,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L17 (W) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722475.13,594408.86
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-117 L18,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L18 (NW) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722485.87,594399.9
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-117 L19,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L19 (N) 250W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722515.87,594418.8
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-117 L20,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L20 (NE) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722519.21,594430.12
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-254 L29,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L29 (W) 400W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722748.16,594829.88
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-254 L 33,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L33 (E) 400W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722753.16,594835.88
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-254 L 32,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L32 (SE) 250W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722758.16,594839.88
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-254 L 31,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L31 (S) 250W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722768.16,594859.88
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-254 L 30,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L30 (SW) 250W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722758.16,594839.88
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-254 L 28,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L28 (NW) 250W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722728.16,594819.88
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-254 L 27,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L27 (N) 250W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722428.16,594419.88
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-254 L 26,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L26 (NE) 400W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722458.16,594469.88
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-117 L21,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L21 (E) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722526.05,594458.27
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-117 L22,NY 085,Blessing Rd,Rte 85 @ BLESSING RDroundabout lighting L22 (SE) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722526.42,594481.32
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-117 L25,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L25 (center) 150W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722498.16,594429.88
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-237 L10,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L10 (NW) 400W (also L16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721659.71,593702.84
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-237 L11,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L11 (N) 250W (also L16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721678.74,593707.73
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-237 L12,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L12 (NE) 400W also L 16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721668.97,593734.74
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-237 L13,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L13 (E) 250W (also L16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721665.37,593754.55
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-237 L14,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L14 (SE) 400W (also L16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721641.7,593752.24
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-237 L15,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L15 (S) 250W (also L16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721629.86,593741.95
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-2,NY 140,NY 443,Rte 140 (Kenwood Ave)  @ RTE 443 (Delaware Ave) & PADDOCK PL,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719521.14,595707.59
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-100,NY 140,Cherry Ave,Rte 140 (KENWOOD AVE) @ CHERRY AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719963.19,593908.4
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-123,NY 335,Kenwood Ave,Rte 335 (Elsmere Ave) @ KENWOOD AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719485.24,596739.29
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-29,NY 335,NY 443,Rte 335 (Elsmere Ave ) @ RTE 443 (Delaware Ave),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719994.92,596643.35
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-201,NY 335,Feura Bush Rd,Rte 335 (Elsmere Ave) @ FEURA BUSH RD.,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717216.85,596952.73
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-27,NY 443,Cherry Ave,Rte 443 (Delaware Ave) @ CHERRY AVE & ELM AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4718739.17,594167.64
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-194,NY 443,Van Dyke Rd,Rte 443 (Delaware Ave) @ VAN DYKE RD  & LONG MEADOW DR.,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4718451.31,593593.86
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-64,NY 443,Normanskill Blvd,Rte 443 (Delaware Ave) @ NORMANSKILL BLVD & DELMAR PLAZA,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720288.23,597428.66
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-9B,NY 443,Elesmere Elem,Rte 443 (Delaware Ave) @ ELSMERE ELEM. SCH,BEACON,STANDARD,SELECTIVE RESPONSE 3,PRIVATE ( PERMIT ),4720028.39,596710.14
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-48B,NY 443,Van Dyke Rd,Rte 443 (Delaware Ave) @ Bethlehem Central HS,BEACON,PEDESTRIAN,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4718453.31,593596.86
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-48.1B,NY 443,Van Dyke Rd,Rte 443 (Delaware Ave) @ Bethlehem Central HS,BEACON,PEDESTRIAN,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4718456.31,593590.86
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-199,NY 910A,Murray Dr,FEURA BUSH RD (910A) @ MURRAY DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717294.25,598834.96
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-231,NY 910A,Wemple Rd,FEURA BUSH RD (910A) @ WEMPLE ROAD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717274.6,597412.97
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-232,NY 910A,Murry Rd,FEURA BUSH RD (910A) @ MURRY ROAD & HASGATE DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717043.87,596550.71
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-191,US 009W,Bender Ln,US Rte 9W @ BENDER LN & FARM FAMILY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717809.25,599223.16
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-34,US 009W,NY 396,US Rte 9W @ RTE 396,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4711341.92,597912.52
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-193,US 009W,Hannay Ln,US Rte 9W (Southern Blvd) @ HANNAY LANE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719198.15,599744.29
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-229P,US 009W,Wal-Mart,US Rte 9W @ WAL-MART,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4718134.41,599313.44
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-23,US 009W,Corning Hill Rd,US Rte 9W (Southern Blvd) @ CORNING HILL RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719443.96,600192.31
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-233P,US 009W,Bethlehem Center II,US Rte 9W @ BETHLEHEM CENTER  II (Wal-Mart north),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4718443.09,599486.55
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-31,US 009W,NY 910A,US Rte 9W @ RTE 910A (Feura bush Rd),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717319.99,599105.77
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-192,US 009W,Wemple Rd,US Rte 9W @ WEMPLE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4715041.08,598725.69
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-17BS,US 009W,Glenmont Elem,US Rte 9W @ GLENMONT ELEMENTARY SCHOOL,BEACON,STANDARD,FULL RESPONSE 1,PRIVATE ( PERMIT ),4717980.41,599260.65
01-Albany,01-Albany,ALBANY,BETHLEHEM-TOWN,01-11-200,US 009W,CR 055,"US Rte 9W @ CR 55 (Elme Ave, Crebie Rd)",FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4712506.35,597836.35
01-Albany,01-Albany,ALBANY,COHOES-CITY,01-11-8N,I 087,Thaddius Kosciuszko Br Nav Lights,Rte I87 @ THADDIUS KOSCIUSZKO  BR. NAVIGATION LIGHT,NAVIGATION LIGHTS,NAVIGATION LIGHTS,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4738424.95,601306.37
01-Albany,01-Albany,ALBANY,COHOES-CITY,01-11-114,NY 009R,NY 470,Rte 9R (Columbia St Ext) @ RTE 470,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4736253.42,603992.35
01-Albany,01-Albany,ALBANY,COHOES-CITY,01-11-182,NY 032,NY 787,Rte 32 (Broadway) @ RTE 787 & NEW CORTLAND,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4736710.02,606562.47
01-Albany,01-Albany,ALBANY,COHOES-CITY,01-11-6N,NY 470,112th St Br Nav Lights,Rte 470 @ 112 TH. STREET BR. NAVIGATION LIGHT,NAVIGATION LIGHTS,NAVIGATION LIGHTS,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4736300.7,607860.71
01-Albany,01-Albany,ALBANY,COHOES-CITY,01-11-185,NY 787,Bridge Ave,Rte 787 (Cohoes Arterial) @ BRIDGE AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735972.24,606538.26
01-Albany,01-Albany,ALBANY,COHOES-CITY,01-11-173,NY 787,Dyke Ave,Rte 787 (Cohoes Arterial) @ DYKE AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735142.78,606489.85
01-Albany,01-Albany,ALBANY,COHOES-CITY,01-11-186,NY 787,Ontario St,Rte 787 (Cohoes Arterial) @ ONTARIO ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4736547.64,606627.82
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-222P,Albany Shaker Rd,Delassondro,"Rte 155, DELASSONDRO BLVD. @ CR 163, HERITAGE LANE",3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4733108.9,597095.28
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-223P,Albany Shaker Rd,Watervliet Ave,"Rte 155, DALASSONDRO BLVD. @ CR 157,WATERVLIET SHAKER RD.",3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4733270.55,596885.09
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-224P,Albany Shaker Rd,Airport Blvd,ALBANY SHAKER RD @ AIRPORT PARK BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4734193.99,596664.89
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-225P,Albany Shaker Rd,British American Blvd,ALBANY  SHAKER RD @ BRITISH AMERICAN,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4734684.49,596991.71
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-230,Forts Ferry Rd,Wade Rd Ext.,FORTS FERRY RD @ WADE ROAD EXT.,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4734603.12,600237.64
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-91.1,I 087,NY 155,I-Rte 87 EXIT 5 SB Ramp @ RTE 155 & SHERWOOD,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732486.83,599477.56
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-104,I 087,Albany Shaker Rd,I-Rte 87 EXIT 4 SB ON Ramp @ Albany Shaker,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731387.97,598519.77
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-92,I 087,NY 155,I-Rte 87 EXIT 5 NB Ramp @ RTE 155 & HOLLY LN,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732459.81,599845.55
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-178,I 087,NY 155,I-Rte 87 EXIT 4 SB OFF Ramp @ RTE 155 (Old Wolf Rd),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731762.11,598788.57
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-90,I 087,Wolf Rd,I-Rte 87 EXIT 4 NB OFF Ramp @ WOLF RD (910B) (also 89),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731151.93,598556.87
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-91,I 087,NY 155,I-Rte 87 EXIT 5 SB Ramp @ RTE 155 & SHERWOOD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732484.07,599509.85
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-89,I 087,Albany Shaker Rd,I-Rte 87 EXIT 4 NB ON Ramp @ ALBANY SHAKER RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731253.64,598664.33
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-245,I 087 SB,NY 155,Rte I 87 SB @ Riverview Road VMS ITS CAMERA,ITS LOCATIONS,ITS CAMERA LOCATION,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4732482.54,599510.47
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-6,NY 002,Old Loudon Rd,Rte 2 @ OLD LOUDON RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733459.24,601561.89
01-Albany,01-Albany,ALBANY,COLONIE-TOWN,01-11-120.1,NY 002,Park Ave,Rte 2 @ PARK AVE,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733259.97,602081.22
